codigo_local_votacion	nombre_local_votacion	ubigeo	lat	lon
40526	BIBLIOTECA NACIONAL DEL PERÚ	140140		
52733	ESCUELA SUPERIOR TECNICA SENCICO	140140		
53285	IEP AMADO DE DIOS - SECUNDARIA	140140		
53289	IEP AMADO DE DIOS - PRIMARIA	140140		
54055	IEP LIBERTADOR SAN MARTIN	140140		
54157	UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA	140140		
54280	IEP MARIA REICHE	140140		
54288	IEP MARK TWAIN SCHOOL - PRIMARIA	140140		
54290	IEP MARK TWAIN SCHOOL - SECUNDARIA	140140		
54709	IEI MINISTERIO DE TRANSPORTES Y COMUNICACIONES	140140		
54753	INSTITUTO DE IDIOMAS PUCP	140140		
54766	COMPLEJO DEPORTIVO ROSA TORO	140140		
3503	CETPRO CFT PROMAE VES	140141		
3504	IE 6062 PERU EEUU	140141		
3505	IE 6063 JOSE CARLOS MARIATEGUI	140141		
3507	IE 6065 PERU INGLATERRA	140141		
3508	IE 6067 JUAN VELASCO ALVARADO	140141		
3509	IE 6068 MANUEL GONZALES PRADA	140141		
3510	IE 6069 PACHACUTEC	140141		
3511	IE 6070 HEROES DEL ALTO CENEPA	140141		
3512	IE 6071 REPUBLICA FEDERAL DE ALEMANIA	140141		
3513	IE 6076 REPUBLICA DE NICARAGUA	140141		
3514	IE 6080 ROSA DE AMERICA	140141		
3515	IE 6099 PERU ESPAÑA	140141		
3516	IE 7072 SAN MARTIN DE PORRES	140141		
3517	IE 7084 PERUANO SUIZO	140141		
3518	IE 7090 FORJADORES DEL PERU	140141		
3519	IE 7091 REPUBLICA DEL PERU	140141		
3520	IE 7092 JUAN PABLO II	140141		
3521	IE 7093 REPUBLICA DE FRANCIA	140141		
3522	IE 7094 SASAKAWA	140141		
3523	IE 7095 PERU ITALIA	140141		
3524	IE 7096 PRINCIPE DE ASTURIAS	140141		
3525	IE 7097 VILLA AMSTELVEEN	140141		
3526	IE 7213 PERUANO JAPONES	140141		
3527	IE 7228 PERUANO CANADIENSE	140141		
3528	IE FE Y ALEGRIA 17	140141		
3529	IE REPUBLICA DE BOLIVIA	140141		
3530	IE 6066 VILLA EL SALVADOR	140141		
3531	IEP PAMER	140141		
3532	IEP SACO OLIVEROS DE VILLA EL SALVADOR	140141		
3533	EESPP MANUEL GONZALES PRADA	140141		
3534	IESTP JULIO CESAR TELLO	140141		
4997	IE 7224 ELIAS AGUIRRE	140141		
5125	IE 7215 NACIONES UNIDAS PRIMARIA	140141		
14177	IE 7077 VIRGEN DEL CARMEN	140141		
14178	IE 7216 VILLA DE JESUS	140141		
14179	IE 7232 DANIEL ALCIDES CARRION	140141		
14181	IE 7237 PERU VALLADOLID	140141		
14182	IE 7240 JESUS DE NAZARETH	140141		
14184	IE 7243 REY JUAN CARLOS DE BORBON	140141		
14205	IE 7238 SOLIDARIDAD PERU ALEMANIA	140141		
14207	IEP ADVENTISTA SALVADOR	140141		
14208	IEP ASCENSION SCHOOL UNICACHI	140141		
14209	IEP AVANTGARD COLLEGE	140141		
14212	IEP PASCAL BLAISE	140141		
14215	IEP HOWARD GARDNER	140141		
14216	IEP INNOVA SCHOOLS - VES LADERAS DE VILLA	140141		
14218	IEP JULIO CESAR TELLO DE OASIS	140141		
14219	IEP LA CATOLICA	140141		
14221	IEP LA MERCED	140141		
14225	IEP MI DULCE JESUS	140141		
14226	IEP MILITARIZADO MAX UHLE	140141		
14227	IEP NUESTRA SEÑORA DE LA MERCED	140141		
14229	IEP PROLOG DE VILLA EL SALVADOR - PRIMARIA	140141		
14230	IEP PROLOG DE VILLA EL SALVADOR - SECUNDARIA	140141		
14231	IEP SAN AGUSTIN DE VILLA	140141		
14232	IEP SAN IGNACIO DE LOYOLA	140141		
14236	IEP SEBASTIAN LORENTE	140141		
14241	IEP JORGE CHAVEZ	140141		
14266	IEP MONTESSORI DE VILLA	140141		
14281	IEP SAN LORENZO	140141		
17380	IEP PERUANO FRANCES	140141		
17382	IEP CIENCIAS	140141		
17384	IEP EL NAZARENO DE VILLA - SECUNDARIA	140141		
18569	IEP BENJAMIN FRANKLIN	140141		
31383	IEP EL MUNDO NUEVO DE VILLA	140141		
31385	IEP EMMANUEL	140141		
31390	ISP ANTONIO RAYMONDI	140141		
14224	IEP MARIA INMACULADA CONCEPCION	140141		
32236	IEP ROSA DE SANTA MARIA DE VILLA	140141		
33047	IE 7234 LAS PALMERAS	140141		
35517	IEP CORAZON DE JESUS DE OASIS	140141		
51150	IE 7242 DIVINO MAESTRO	140141		
51786	IEP JAVIER PEREZ DE CUELLAR	140141		
52612	IE 6004 SANTIAGO ANTUNEZ DE MAYOLO SECUNDARIA	140141		
53986	IEP MILITARIZADO MAX UHLE - CALIFORNIA	140141		
54805	IEP INNOVA SCHOOLS - VES VALLEJO	140141		
3535	CEBE MANUEL DUATO	140142		
3538	IE 2004 SEÑOR DE LOS MILAGROS	140142		
3539	IE 2006 SANTA ROSA DE LIMA	140142		
3540	IE 2007 ROSA DE LAS AMERICAS	140142		
3541	IE 2015 MANUEL GONZALEZ PRADA	140142		
3542	IE 2022 PEDRO ABRAHAM VALDELOMAR PINTO	140142		
3543	IE 2024	140142		
3544	IE 2025 INMACULADA CONCEPCION	140142		
3545	IE 2071 CESAR VALLEJO	140142		
3546	IE 2078 NUESTRA SEÑORA DE LOURDES	140142		
3547	IE 2087 REPUBLICA ORIENTAL DEL URUGUAY	140142		
3548	IE 2089 MICAELA BASTIDAS	140142		
3549	IE 2090 VIRGEN DE LA PUERTA	140142		
3550	IE 2091 MARISCAL ANDRES AVELINO CACERES	140142		
3551	IE 2092 CRISTO MORADO	140142		
3552	IE 2095 HERNAN BUSES DE LA GUERRA	140142		
3553	IE 2096 PERU JAPON	140142		
3554	IE 3029 SOL DE ORO	140142		
3555	IE 3040 20 DE ABRIL	140142		
3556	IE 3078 HEROES DEL CENEPA	140142		
3557	IE 3080 PERU CANADA	140142		
3558	IE 3084 ENRIQUE GUZMAN Y VALLE	140142		
3559	IE 3087 CARLOS CUETO FERNANDINI	140142		
3560	IE 3091 HUACA DE ORO	140142		
3561	IE ALFREDO REBAZA ACOSTA	140142		
3562	IE ENRIQUE MILLA OCHOA	140142		
3563	IE GRAN MARISCAL TORIBIO DE LUZURIAGA	140142		
3564	IE JORGE BASADRE GROHMANN	140142		
3565	IE JOSE ABELARDO QUIÑONES GONZALES	140142		
3566	IE NUEVO PERU	140142		
3567	IE PALMAS REALES	140142		
3569	IE PROYECTO INTEGRAL CHAVARRIA	140142		
3570	IE 3095 PERU KAWACHI	140142		
3576	INSTITUTO DE EDUCACION SUPERIOR TECNOLOGICO PUBLICO MANUEL AREVALO CACERES	140142		
5058	IEP MANUEL SCORZA	140142		
13331	IE 2005 LOS OLIVOS	140142		
13333	IE 3047	140142		
13371	IEP SACO OLIVEROS	140142		
13372	IEP SAN VICENTE FERRER	140142		
13376	IEP JOSE MARIA ESCRIVA DE BALAGUER	140142		
13396	IEP PITAGORAS	140142		
17386	IEP NUESTRA SEÑORA DE FATIMA	140142		
17390	IEP CRISTO REY DE REYES	140142		
17391	IEP BARBARA D´ACHILLE SCHOOL	140142		
17393	IEP MANUEL ASCENCIO SEGURA	140142		
18486	IEP CORAZÓN DE JESÚS	140142		
18491	IEP CORAZON DE JESUS	140142		
31254	IEP MATEMATICO SAN DIEGO	140142		
31258	IEP GENES DE LOS OLIVOS	140142		
31259	IEP ALEXANDER VON HUMBOLDT	140142		
50504	IEP SAN MARCOS	140142		
53197	IEP SAN IGNACIO DE LOS OLIVOS	140142		
53213	CEP NUESTRA SEÑORA DE MONSERRAT	140142		
53234	UNIVERSIDAD CATOLICA SEDES SAPIENTIAE	140142		
54339	IEP SACO OLIVEROS DE PRO	140142		
54395	IEP LICEO SAN JUAN	140142		
54406	IEP HANS CHRISTIAN	140142		
54418	IEP NUESTRA SEÑORA DE LAS MERCEDES	140142		
54425	IEP SAN JUAN BAUTISTA	140142		
54427	CEPD EL BUEN PASTOR	140142		
54807	IEP INNOVA SCHOOLS SEDE SANTA ANA	140142		
54809	IEP INNOVA SCHOOLS SEDE VILLA SOL	140142		
3577	IE 0096 ENRIQUE PALACIOS MENDIBURO	140143		
3578	IE 0124 GLORIOSA LEGION CACERES	140143		
3579	IE 106 ABRAHAM VALDELOMAR	140143		
3580	IE 107 DANIEL ALCIDES CARRION GARCIA	140143		
3581	IE 108 SANTA ROSA DE QUIVES	140143		
3582	IE 1137 JOSE ANTONIO ENCINAS	140143		
3583	IE 1211 JOSE MARIA ARGUEDAS ALTAMIRANO	140143		
3584	IE 1221 MARIA PARADO DE BELLIDO	140143		
3585	IE 1225 MARIANO MELGAR	140143		
3586	IE 123 LOS ARBOLES	140143		
3587	IE 1256 ALFONSO UGARTE	140143		
3588	IE 129 YAMAGUCHI	140143		
3589	IE 101 SHUJI KITAMURA	140143		
3590	IE 133 JULIO C. TELLO	140143		
3591	IEI 053 SANTA ROSITA	140143		
3592	IEP ALFONSO UGARTE	140143		
3594	IEP SAN AGUSTIN	140143		
3595	UNIVERSIDAD SAN MARTIN DE PORRES	140143		
4980	IE 1210 SAN MARCOS	140143		
4982	IE 0097 PATRICIA ANTONIA LOPEZ	140143		
4986	IE 1273 MI PERU	140143		
4996	IEP VIRGEN DE FATIMA MILAGROSA	140143		
4998	IE 1219 JOSE CARLOS MARIATEGUI	140143		
5224	IE 1253 FRANCISCO BOLOGNESI	140143		
7403	IEP PATRON SAN ISIDRO DE SANTA ANITA	140143		
7411	IE HORACIO ZEBALLOS GAMEZ	140143		
14106	IEI 065	140143		
14107	IEI 111 SAN ANITA	140143		
14112	CEBA DON BOSCO	140143		
14113	IEP JUAN ESPINOZA MEDRANO	140143		
14114	IEP SACO OLIVEROS HELICOIDAL	140143		
14117	IE JUAN VALER SANDOVAL	140143		
32227	IEP SAN LUIS GONZAGA	140143		
33033	IEP LUMBRERAS DE SANTA ANITA	140143		
34917	IEP SANTA MARIA DE JESUS - PRIMARIA	140143		
34918	IEP SANTA MARIA DE JESUS - SECUNDARIA	140143		
35056	IEI 055 LAS CARMELITAS	140143		
50523	IEP CESAR VALLEJO DE LAS PRADERAS - SECUNDARIA	140143		
50524	IEP CESAR VALLEJO DE LAS PRADERAS INICIAL - PRIMARIA	140143		
50526	IEI 153 INMACULADA CONCEPCION	140143		
50527	IEI 064 SEÑOR DE LOS MILAGROS	140143		
50528	IEI 186 VIÑA SAN FRANCISCO	140143		
50544	IEI 152	140143		
50547	IEI SEMILLITAS DEL SABER	140143		
50548	IEP UNIVERSITY SANTA ANITA	140143		
50549	IEP WILLIAM SHAKESPEARE	140143		
50837	IEP SANTA ANA	140143		
50989	IEP LUMEN DEI ITINERIS	140143		
50992	IEP RICARDO PALMA SORIANO	140143		
50999	IEP MIXTO EVILA GONZALES	140143		
51520	IEP SAN JUAN MACIAS	140143		
53172	IEP MEDRANITO KIDS - PRIMARIA	140143		
53195	IEI 056 VIRGEN DE FATIMA	140143		
53233	CASA DE LA JUVENTUD	140143		
3596	IE 20001	140201		
3597	IE 20008 HORACIO ZEVALLOS GAMEZ	140205		
3598	IE INTEGRADA 20017 HONORIO MANRIQUE NICHO	140206		
3600	IE INTEGRADA 20012	140207		
3602	IE SEBASTIAN LUNA SALAZAR	140208		
3603	IE 21004	140301		
3605	IE 20261 APOSTOL SANTIAGO	140302		
3606	IE 20277 NUESTRO SEÑOR DE HUAMANTANGA	140303		
3607	IE 20286 DIGNO MAESTRO	140304		
3608	IE 20288 NUESTRA SEÑORA DEL CARMEN	140305		
3609	IE 20290 SAN BUENAVENTURA	140306		
3610	IE 20293 SANTA ROSA DE YANGAS	140307		
12425	IE 3520 AGROPECUARIO ZAPAN	140307		
3612	IEP 20189 NUESTRA SEÑORA DE LA CONCEPCION	140401		
3613	IE 20190 REPUBLICA DE CHILE	140401		
3614	IEP 20874	140401		
3615	IEP JOSE BUENAVENTURA SEPULVEDA CIENCIAS Y HUMANIDADES	140401		
3616	IEP JOSE BUENAVENTURA SEPULVEDA TÉCNICO	140401		
3617	IEP SANTA RITA DE CASSIA	140401		
6308	IEP 20191 ALFONSO UGARTE	140401		
12522	IEP 20187 JOSE HIPOLITO UNANUE PAVON	140401		
12523	IEP 20188	140401		
12526	IEP 20957	140401		
12540	IESPP JESUS DE NAZARETH	140401		
26965	IEP 21531	140401		
26967	IEPAC MARYLAND BILINGUAL HIGH SCHOOL	140401		
3618	IE 20130 JESUS REY	140402		
12441	IEP GERARDO SALOMON MEJIA SACO	140403		
52649	IEP 20131 JOSE OLAYA BALANDRA	140403		
3620	IE 20133 FRANCISCO BOLOGNESI	140404		
3621	IEP 20135	140405		
12443	IE 20925	140405		
12444	IEP 20959 REPUBLICA DE SUECIA	140405		
12448	IE 594	140405		
12450	IEP NUESTRA SEÑORA DE LA ASUNCION	140405		
54469	IE 6021	140405		
3623	IE 21001 ZOILO CANDELA SANCHEZ	140406		
3624	IEP IMPERIAL CNI	140406		
3625	IEP 20935	140406		
3626	IEP NUESTRA SEÑORA DEL CARMEN	140406		
6299	IEP 20147 ELADIO HURTADO VICENTE	140406		
12453	CEBE 04	140406		
12455	IEP 20145	140406		
12456	IEP 20146	140406		
12457	IEP 20798	140406		
12462	IEI 615 DIVINO NIÑO JESUS	140406		
3627	IE 20150 MARISCAL BENAVIDES	140407		
3630	IE 21015	140408		
3631	IEP DIONISIO MANCO CAMPOS	140408		
12472	CEBE 03 DIVINO JESUS	140408		
40541	IE PARROQUIAL APOSTOL SAN PEDRO DE MALA	140408		
51578	IEP SAN FRANCISCO DE ASIS	140408		
51580	IEP INTEGRADO MIS PRIMEROS PASOS	140408		
51584	IEP 20158 DOS DE MAYO	140408		
12498	IEP AUGUSTO B LEGUIA	140409		
12499	IEP MONTE CARMELO SCHOOL	140409		
40543	IEP SANTIAGO ANTUNEZ DE MAYOLO	140410		
3636	IE 20177 SAN MARTIN DE PORRES	140411		
3637	IE 20178 SANTA ROSA DE LIMA	140411		
12506	IEP MIGUEL GRAU	140411		
26956	IESTP CAÑETE	140411		
51264	IEP GABRIELA MISTRAL	140411		
3638	IEP SAN ANTONIO DE PADUA	140412		
12507	IEP 20179 ALEJANDRO CAMACHO CUYA	140412		
3640	IEP 20181 JULIO KUROIWA HORIUCHI	140413		
6129	IE SAN LUIS	140413		
12510	IEP 20182 ABRAHAM VALDELOMAR	140413		
51772	IEP GREGORIA PORRAS DE GARCIA	140413		
3642	IEP 20194 JESUS DIVINO MAESTRO	140414		
3643	IE 20200	140415		
52575	IE NUESTRA SEÑORA DE LA ASUNCION	140415		
3644	IE 20123	140416		
12432	IEP 20125 NUESTRA SEÑORA DEL ROSARIO	140416		
12436	IEI 476	140416		
54613	IEP 20973	140416		
55410	CENTRO DE EDUCACION TECNICO PRODUCTIVA HUACHO	140501		
3647	IE 20986 SAN MARTIN DE PORRAS	140501		
3648	IE 20318 JOSE ANTONIO MACNAMARA	140501		
3650	IE PEDRO E PAULET	140501		
12676	IE 20827 MERCEDES INDACOCHEA LOZANO	140501		
12678	IE 20325 SAN JOSE DE MANZANARES	140501		
12680	IEP COLUMBIA	140501		
12681	IE PARROQUIAL NUESTRA SEÑORA DE LA ANUNCIACION	140501		
17399	UNIVERSIDAD NACIONAL JOSE FAUSTINO SANCHEZ CARRION	140501		
27010	CEBE 01 SAN JUDAS TADEO	140501		
3652	IE 20311 NUESTRA SEÑORA DE LA ASUNCION SECUNDARIA	140502		
51727	IE 20311 NUESTRA SEÑORA DE LA ASUNCION PRIMARIA	140502		
3653	IE JOSE OLAYA BALANDRA	140504		
12672	IEI 329	140504		
27008	IE 20314	140504		
3654	IE 20105 MARAY	140505		
12686	IE 20331 656 PASITOS DE JESUS	140506		
3656	IE 20329 JOSE CARLOS MARIATEGUI	140506		
12687	IE PARROQUIAL LICEO ESPAÑOL SAN JUAN BAUTISTA	140506		
54327	IE 20983 JULIO C TELLO	140506		
12682	IE 20326	140506		
3657	IE 20334 GENERALISIMO DON JOSE DE SAN MARTIN	140507		
3658	IE 20366 TUPAC AMARU II	140507		
3659	IE 20335 NUESTRA SEÑORA DEL CARMEN	140507		
3660	IE CORONEL PEDRO PORTILLO SILVA	140507		
12689	IEI 461 MEDALLITA MILAGROSA	140507		
17402	IE 20830 HEROES DEL CENEPA	140507		
27035	IEI PARROQUIAL 653 SAN JOSE	140507		
27036	IE 20332 REINO DE SUECIA	140507		
51729	IE 20786 VICTOR RAUL HAYA DE LA TORRE	140507		
51730	IE 21536 EL INGENIO	140507		
54365	IEP SAN ANTONIO ABAD PRIMARIA	140507		
3661	IE 20338 SANTA CRUZ	140508		
3662	IE 20085	140509		
3664	IE 20086 CORONEL LEONCIO PRADO	140511		
3665	IE 20341 MADRE TERESA DE CALCUTA	140512		
3666	IE 20343 666	140512		
3667	IE 20374 SAN BARTOLOME	140512		
3668	IE 21007 FELIX B CARDENAS	140512		
12702	IE EMBLEMATICA LUIS FABIO XAMMAR JURADO	140512		
27044	IE 20346 SAN LORENZO	140512		
27048	IE 21013 CORONEL JUAN VALER SANDOVAL	140512		
27052	IE AGROPECUARIO 15	140512		
54328	IE 20871 JULIO OCTAVIO REYES MOUNIER	140512		
3669	IE 20351 JESUS ELIAS IPINZE JORDAN	140513		
3671	IE MANUEL TOVAR Y CHAMORRO	140513		
27061	CETI ANDAHUASI	140513		
31127	IE 21544 HORACIO ZEBALLOS GAMEZ	140513		
3672	IE FRAY MELCHOR APONTE	140516		
3673	IE 20359 REYNA DE LA PAZ	140516		
12707	IE 20357 CESAR VALLEJO MENDOZA	140516		
12712	IE 20356 JESUS OBRERO	140516		
27065	IE 20354 MANUEL EMILIO SCORZA TORRES	140516		
51550	IEI 647 INT 21003 SAN ISIDRO	140516		
3674	IE 20567 RICARDO BENTIN	140601		
26986	IE JULIO CESAR TELLO	140601		
3675	IE 20537 ANDRES AVELINO CACERES	140602		
3676	IE 20541 SANTA ROSA DE CALLAHUANCA	140603		
3677	IE 20542 JAVIER PEREZ DE CUELLAR	140604		
3678	IE 20544 JOSE CARLOS MARIATEGUI	140605		
3679	IE 20629 SAGRADA FAMILIA	140606		
3680	IE 20547 MANUEL A ODRIA	140607		
3681	IE 20551 CIRO ALEGRIA	140608		
3682	IE SANTA CRUZ	140609		
6259	IE 20556 FRANCISCO INKA	140610		
3684	IE 20559 SAN JUAN	140611		
3685	IE 20573 JUAN PABLO II	140612		
40550	IE 20955 MONITOR HUASCAR	140613		
51843	IE 20575 JOSE ANTONIO ENCINAS FRANCO	140613		
3689	IE 20578 CESAR ABRAHAM VALLEJO	140614		
3692	IEP CRISTO DE LA PAZ	140615		
6747	IE 1277 DIVINO SALVADOR	140615		
7244	IEI 105 JICAMARCA	140615		
12622	IE 20955 13 PAULO FREIRE SARACOTO	140615		
12623	IE 20955 14 SAGRADO CORAZON DE JESUS	140615		
12624	IE 20955-15 VIÑAS DE MEDIA LUNA	140615		
12625	IE 20955 17 SAN FRANCISCO DE JICAMARCA	140615		
12626	IE 20955 18 JERUSALEN	140615		
12627	IE 20955-19 VALLE HERMOSO	140615		
12628	IE 20955 2 NACIONES UNIDAS	140615		
12629	IE 20955 23 ANTENOR ORREGO ESPINOZA - EL VALLE	140615		
12630	IE 20955 26 INMACULADA CONCEPCION	140615		
3693	IE 20581 SAN BARTOLOME	140616		
3695	IE VICTOR ANDRES BELAUNDE	140617		
3696	IE 20674	140618		
54712	IE 20653 SAN JUAN BAUTISTA PRECURSOR	140619		
3699	IE 20591 MARIA RECUAY	140620		
3700	IE 20595 JOSE GABRIEL CONDORCANQUI	140621		
3701	IE 20599 JORGE BASADRE	140622		
3702	IE 20600 APOSTOL SAN PEDRO	140623		
3703	IE 20602 JOSE MARIA ARGUEDAS	140624		
3705	IE SIMON BOLIVAR	140625		
12659	IE 20825 TUPAC AMARU II	140625		
26999	IE 20605 VIRGEN DEL CARMEN	140625		
53802	IE 20955 - 25 MERCEDES CABANILLAS BUSTAMANTE	140625		
3706	IE 20607 APOSTOL SANTIAGO	140626		
51789	IE 20610 GERVACIO CLEMENTE VALENCIA	140627		
3708	IE 20677 JOSE FAUSTINO SANCHEZ CARRION	140628		
3711	IE 20615 SAN JERONIMO - SECUNDARIA	140629		
12669	IE 20615 SAN JERONIMO PRIMARIA	140629		
3712	IE 20549	140630		
3713	IE 20561	140631		
3714	IE 20588 SAN JUAN DE IRIS	140632		
3715	IE SANTO DOMINGO	140701		
3716	IE 20681	140702		
3718	IE 20683 SANTO DOMINGO	140703		
6595	IE NUESTRA SEÑORA DEL ROSARIO	140704		
3720	IE 20126	140705		
3721	IE 20693 SAN PEDRO	140706		
7637	IE 20694 APOSTOL SANTIAGO	140707		
3723	IE 20761	140708		
3724	IE 20720 SANTA MARIA MAGDALENA	140709		
3727	IE INTEGRADO 20137 SAN CRISTOBAL DE CHOCOS	140710		
27273	IE 20699	140711		
7102	IE 20701 TUPAC AMARU	140712		
3730	IE  20140	140713		
6343	IE SAN FRANCISCO DE ASIS	140714		
3733	IE JULIO JIMENEZ PORRAS	140715		
3734	IE SANTO DOMINGO	140716		
3736	IE 20711 JOSE MARIA ARGUEDAS	140717		
3737	IE 20713	140718		
3738	IE SAN JERONIMO DE OMAS	140719		
3739	IE APOSTOL SANTIAGO QUINCHES	140720		
3741	IEI 598	140721		
3742	IE 20774 SAN JOAQUIN	140722		
6133	IE SAN PEDRO DE PILAS	140723		
3744	IE SAN ANTONIO	140724		
3745	IE 20734	140725		
3747	IE INTEGRADO SAN BARTOLOME	140726		
3748	IE SANTISIMA TRINIDAD	140727		
3752	IE SANTIAGO DE VIÑAC	140728		
52645	IE 20198	140728		
3753	IE 20745 APOSTOL SANTIAGO	140729		
3754	IE INTEGRADO AGROPECUARIO 20697 TUPAC AMARU	140730		
3755	IE 20155 MADEAN	140731		
3756	IE INTEGRADO 20725 SAN LORENZO DE PUTINZA	140732		
3757	IE 20741 SEÑOR DE LOS MILAGROS	140733		
3758	IE 20402 VIRGEN DE FATIMA	140801		
3759	IE 20403 CARLOS MARTINES URIBE	140801		
3763	IE 21009 LUIS FELIPE SUBAUSTE DEL RIO	140801		
6486	IE EMBLEMATICA 20499 ANDRES DE LOS REYES	140801		
6766	CEBE 02 JUAN ISHIZAWA ISHIZAWA	140801		
12571	IE AGROPECUARIO 100	140801		
12573	IE 20399 LA ESPERANZA	140801		
12577	IE 20793 LIBERTADOR DON JOSE DE SAN MARTIN	140801		
12578	IE 20826 SAN JUAN BAUTISTA	140801		
12579	IE 20845 MARIANO MELGAR	140801		
12582	IE 21010 CLARA NICHOS MANSILLA	140801		
12587	IE 21562 OSCAR BERCKEMEYER PAZOS	140801		
12590	IEI 87 EMILIA BARCIA BONIFFATTI	140801		
12591	IE CONTIGO PERU	140801		
12594	COLEGIO PARROQUIAL MARIA REYNA	140801		
31126	IE 20401	140801		
50286	IE NUESTRA SEÑORA DEL CARMEN	140801		
51896	IEP SEÑOR DE LA MISERICORDIA EIRL	140801		
51898	IE 20902 TUPAC AMARU	140801		
51899	IE 21559 ANTONIO GRAÑA ELIZALDE	140801		
3761	IE 20406 LA HUAQUILLA	140801		
3768	IE 20382 7 DE ENERO	140802		
3769	IE 20384 GERMAN CARO RIOS	140803		
3770	IE 20386 JORGE BASADRE	140804		
12552	IE 20388 JOSE CARLOS MARIATEGUI	140804		
12556	IE 21554 JOSE OLAYA SECUNDARIA	140804		
31122	IE 20444 JOSE ALEJANDRO LOPEZ DURAND	140804		
3771	IE 21008 LUIS ALBERTO DE LAS CASAS ARRIZ	140805		
3772	IE 34	140805		
3773	IE AUGUSTO SALAZAR BONDY	140805		
3775	IE 20390 HORTENCIA DULANTO DE LAS CASAS	140805		
3776	CUNA JARDIN 85 MARIA INMACULADA CONCEPCION	140805		
12558	IE 20391 JORGE BRAVO DE RUEDA QUEROL	140805		
12559	IE 20393 TUPAC AMARU	140805		
12560	IE 20395 NUESTRA SEÑORA DE FATIMA	140805		
12562	IE 20799 DANIEL ALCIDES CARRION	140805		
12570	IE VIRGEN DE LA CANDELARIA	140805		
17412	IE 20392 JUAN PASCUAL PRINGLES	140805		
3777	IE 20410 EMMA MENA MELCHOR	140806		
51900	LOCAL SECUNDARIA IHUARI	140806		
3778	IE 20414 LEON OLIMPO GUARDAMINO DE LA CRUZ	140807		
3779	IE ALONSO DE MESSIAS	140808		
3780	IE 20424 SAN MIGUEL ARCANGEL	140809		
3781	IE 20436 SAN MARTIN DE PORRES	140810		
3782	IE SANTA CRUZ DE ANDAMARCA	140811		
3783	IE 20434 SAN JUAN BAUTISTA	140812		
3784	IE 20475	140901		
3785	IE 21011 VIRGEN DE LOURDES	140901		
3787	IE GUILLERMO ENRIQUE BILLINGHURST	140901		
6715	CEGNE LAS PALMAS NUEVA ESPERANZA EIRL	140901		
12390	IE 20480 SANTA CATALINA	140901		
12393	IE 21581 DECISION CAMPESINA	140901		
12395	IEI 322	140901		
12400	IE EMBLEMATICA VENTURA CCALAMAQUI	140901		
26862	IE 20478	140901		
26863	IE 20528 VIRGEN DEL CARMEN	140901		
40557	IEP NUESTRA SEÑORA DE GUADALUPE	140901		
40560	UNIVERSIDAD NACIONAL DE BARRANCA	140901		
51302	IE 21012	140901		
54203	IE FE Y ALEGRIA	140901		
3789	IE 21578	140902		
6655	IE 21577	140902		
12406	IE 20503 JOSE CARLOS MARIATEGUI	140902		
12410	IE MIGUEL GRAU	140902		
40561	CEP DIVINO CORAZON DE JESUS	140902		
51445	IE 20987 VICTOR RAUL HAYA DE LA TORRE	140902		
54204	IEI 06	140902		
3791	IE 20504 SAN JERONIMO	140903		
5479	IE LIBERTADOR SIMON BOLIVAR	140903		
51380	IE 20501 SANTA ROSA	140903		
51693	IE 20505	140903		
51695	IE 20832	140903		
55409	IE 20523 CORAZON DE JESUS	140904		
7617	IE 20522	140904		
12414	IE 20517	140904		
51409	IE 20520	140904		
51725	IE 20519 VICTOR ARMANDO PINEDA TAGLE	140904		
3795	IE 20524	140905		
3796	IE 20525	140905		
26908	IE JOSE OLAYA BALANDRA	140905		
26909	IE PEDRO RUIZ GALLO	140905		
32498	IEP SAN JUDAS TADEO	140905		
3797	IE LIBERTADOR JOSE DE SAN MARTIN	141001		
14444	IEE 20066 SIMON BOLIVAR PRIMARIA	141001		
40960	IE EMBLEMATICA 20066 SIMON BOLIVAR SECUNDARIA	141001		
51690	IE 20058 JOSE CARLOS MARIATEGUI	141002		
3799	IE 20045 SAN JUAN BAUTISTA	141003		
3800	IE 20042 JUVENAL TORRES ZUÑIGA	141004		
3801	IE 20075	141005		
53372	IE 21502 - 1 RAUL PORRAS BARRENECHEA	141005		
7562	IE 20047 SANTO TOMÁS DE COCHAMARCA	141006		
3805	IE 60826 ELEODORO BUSTMANTE LOPEZ	150101		
3808	CEBE IQUITOS	150101		
3809	IE 61001 CLUB DE LEONES	150101		
3810	IEP COLEGIO COOPERATIVO CESAR VALLEJO	150101		
3813	IE 60005 MARIA PARADO DE BELLIDO	150101		
3815	IE 60001 MENELEO MEZA LOPEZ	150101		
3816	IE 60050 REPUBLICA DE VENEZUELA	150101		
3817	IE 60054 JOSE SILFO ALVAN DEL CASTILLO	150101		
3818	IE 60060 CESAR CALVO DE ARAUJO	150101		
3819	IE 60747 DIVINO MAESTRO	150101		
3824	IE 60013 JOSE ABELARDO QUIÑONES GONZALES	150101		
3826	IE 60053 GNRAL EP AUGUSTO FREYRE GARCIA	150101		
3829	IE 61008 JUAN BAUTISTA MORI ROSALES	150101		
3832	IE 60055 SERAFIN FILOMENO	150101		
3837	IE 60793 TUPAC AMARU - PRIMARIA	150101		
14621	IEI 342 MICAELA BASTIDAS	150101		
3839	IE SAGRADO CORAZON - PRIMARIA	150101		
3840	IE SAGRADO CORAZON - SECUNDARIA	150101		
